df_cluster,df_popsize,df_popsize_per_cluster,dv_cluster,dv_popsize,dv_popsize_per_cluster,of_cluser,of_popsize,of_popsize_per_cluster,ov_cluster,ov_popsize,ov_popsize_per_cluster
1,1795,4583,1,4843,542,2,3238,5211,1,6886,2925
1,2532,5225,1,5872,542,2,3088,2626,2,7418,2683
1,4173,5086,1,6033,357.6666667,2,2964,2626,2,8087,2153
1,5161,5710,2,6147,357.6666667,2,2842,2606,2,8335,2056
1,6152,6200,1,6232,357.6666667,2,2793,2606,1,7562,2036
1,7800,5957,1,5727,1194,2,2636,2531.5,1,6935,2054
2,8557,2785,1,4771,1802,2,2452,2531.5,1,6541,2190
2,8928,2785,2,2390,2954,1,888,2547,1,6293,2206
2,9219,4767,2,2224,4501,2,854,2547,1,6033,2137
2,8923,4111,1,2760,5952,2,782,2466,1,5673,1654
1,9276,1310.5,1,3958,7032,2,713,2466,2,5321,1516
1,8559,1310.5,1,5071,4102,2,666,4672,1,5192,1309
2,7233,2324,1,6418,4102,2,640,4432,2,5080,1287
1,6362,2548,2,7326,9070,2,595,4238,2,4996,1313
1,4993,1460,1,7413,5025,2,585,3841,1,4915,1380
1,4333,1460,1,6959,5025,2,571,3324,1,4978,1443
2,3260,1839,1,6208,5502.5,2,567,2908,1,4967,1567
2,3252,1839,1,3133,5502.5,2,610,1171,2,5036,1734
2,3248,4328,1,3905,5899,1,680,1193,1,5086,1823
2,3040,4722,1,3393,5899,1,735,1242,1,4417,2111
2,2887,2589.5,1,2826,6126.5,1,726,1313,1,4162,2280
1,2897,2589.5,1,2832,6126.5,1,636,1332,1,4077,2502
2,3208,2993,1,2572,11832,1,573,1276,1,3909,2706
3,3627,2993,2,2575,11488,1,589,1314,1,3822,2842
2,4678,3282,2,2502,11376,1,548,1305,1,3627,3005
2,5343,3282,1,2753,10946,1,534,1264,1,3494,3167
3,6439,2973.5,2,2697,9784,1,528,1206,4,3384,3207
3,7942,2973.5,2,2529,4554,1,497,1219,3,3027,3227
2,8575,1927,3,2461,4858,1,521,676.5,2,2979,3164
2,8557,1927,3,2281,5607,1,525,676.5,2,2945,3102
2,8638,1927,1,2667,6135,1,541,768.5,2,2905,517
3,7990,2540.5,1,3729,6531,1,529,768.5,1,2930,516
1,5101,2540.5,1,5283,6860,1,547,881.5,1,2984,542
1,4249,1987.5,1,6690,765,1,524,881.5,1,3085,619
1,3553,1987.5,1,8252,765,1,465,524,1,3206,732
1,2651,2987,1,9520,895,1,369,524,2,3310,942
1,2094,2305,1,10578,895,1,339,524,1,3441,1236
1,2191,1931,1,11407,1136.5,1,379,524,1,3619,768
2,1265,2976,1,11944,1136.5,1,466,807,1,3834,768
2,1052,3725,2,12441,1504.5,1,584,807,1,4120,1847
2,1616,4296,2,11901,1504.5,1,692,807,1,4366,2246
2,2639,2305,1,11084,2108.5,1,900,1438,2,4526,2565
2,3792,2305,1,10259,2108.5,2,1110,1438,1,4729,963.6666667
2,3930,1620.333333,1,9408,1780.333333,1,1369,1792.5,1,4948,963.6666667
3,3975,1620.333333,1,8347,1780.333333,1,1609,1792.5,1,4631,963.6666667
2,4155,1620.333333,1,3421,1780.333333,1,1913,1394,1,4427,3085
2,3189,4173,1,4067,6320,1,2257,1394,1,4235,1596.5
1,2846,3586,1,4148,3216.5,1,2640,1394,1,2429,1596.5
2,2801,3370,2,4479,3216.5,1,2955,1595.666667,1,2357,1539.5
2,2347,1367,2,5001,3358.5,1,3284,1595.666667,2,2371,1539.5
2,1978,1367,3,3662,3358.5,1,3623,1595.666667,1,1803,1455.5
2,2015,2611,2,3612,3508,1,4054,1358.5,2,1702,1455.5
2,2179,1471,2,4277,3508,1,4513,1358.5,2,1602,2608
2,2207,1471,1,4616,3465,1,4843,1358.5,1,1566,2452
1,2532,1446.5,2,5910,3465,1,5301,1358.5,1,1540,2351
1,2998,1446.5,2,7215,7142,1,5640,1993.333333,2,1585,2264
1,3260,3374,2,8472,6468,1,6092,1993.333333,3,1641,2345
1,3339,999,2,8805,2826.5,1,6499,1993.333333,2,1748,2329
1,2929,375,2,9253,2826.5,1,6967,2180.666667,3,1899,2356
2,3224,375,1,8822,2242,1,7746,2180.666667,2,2100,1261
1,2984,1022,1,7965,2242,1,8471,2180.666667,3,2238,1261
1,2521,1375,1,7237,3976,1,9143,1766.25,3,2390,2665
1,1909,974,2,2844,3456,2,9628,1766.25,4,2539,1357
1,1587,974,2,3237,2741,2,10219,1766.25,3,2768,1357
2,1862,1039.5,2,4062,2938,2,10877,1766.25,3,3003,1438.5
2,2365,1039.5,1,4797,2837,2,11193,2498,2,3250,1438.5
1,3016,790,1,4929,3448,2,11739,2498,1,3384,3021
3,3562,790,1,5467,4237,2,12301,2498,1,3561,3276
1,4636,790,3,5521,4983,1,12411,3886,1,3671,1733
2,5680,1345.5,1,5291,5814,1,12974,3886,1,3692,1733
2,6645,1345.5,1,1882,6554,1,13227,3936.5,2,3551,3690
2,7252,1477.5,1,1771,7695,1,13435,3936.5,2,2781,3946
1,7834,1477.5,2,1844,8367,1,13274,3925.5,1,500,4238
2,8279,1662,1,1096,2991,1,13022,3925.5,1,531,4441
2,8209,1662,1,969,2991,1,12778,7645,1,518,2355
2,8114,1792,1,1058,2991,1,12686,3710,1,481,2355
1,7555,1792,1,1214,4455,1,12442,3710,1,432,4945
1,7018,1874.5,1,1327,4455,1,3610,3553,1,429,2574.5
1,6621,1874.5,1,1352,4493.5,2,3191,3553,1,413,2574.5
1,5815,1979,1,1296,4493.5,2,2864,6774,1,476,5238
2,4936,1979,1,1178,4452,1,2520,6476,1,513,5446
2,4274,3628,1,1536,4452,1,2381,6081,1,556,2812
2,3742,1868.5,1,1954,8411,1,599,5641,1,640,2812
1,3949,1868.5,2,2455,8185,1,509,5302,1,678,5723
1,3850,2248,2,2286,6294,2,501,3890,1,1407,5737
1,3919,2248,2,2085,4820,3,587,758,1,1340,5731
1,4469,2470.5,3,2105,4325,2,842,429,1,1288,2834.5
2,4636,2470.5,3,2445,3701,2,1222,429,1,1277,2834.5
1,4526,2630.5,1,2262,3140,2,1707,317,2,1283,5591
1,3944,2630.5,2,2192,3178,2,2189,317,1,1329,5435
2,4022,5977,2,2320,3378,2,2568,317,2,1438,2646.5
1,3996,6022,2,2278,1833,3,2891,270.75,2,1514,2646.5
1,4084,7205,1,2277,1833,3,3221,270.75,2,1640,5166
2,4079,8453,1,2590,3270,2,3510,270.75,2,1666,2836
2,4323,9072,3,2355,3851,1,3799,270.75,2,1650,2674
2,5428,9141,2,2152,4601,1,4017,335.25,1,1606,2517
2,5811,9860,2,2657,4912,1,4161,335.25,1,1624,1314.5
2,6524,4401,2,3569,5054,1,4382,335.25,1,1682,1314.5
2,7020,4401,2,5402,2507.5,1,4275,335.25,1,1778,2668
1,7042,8271,2,7312,2507.5,1,4262,381.5,1,1860,2775
1,7360,7356,2,9308,5267,1,4189,381.5,2,1951,2957
1,3634,6739,2,10805,2714.5,1,3984,381.5,1,1946,3128
1,3461,5442,2,12034,2714.5,1,3849,381.5,1,1975,1657.5
1,3137,4047,1,11990,2948.5,1,3541,458.25,1,1975,1657.5
1,3156,3766,1,11371,2948.5,1,3227,458.25,2,1925,1813.5
1,3323,3385,1,10277,5744,1,2963,458.25,1,1950,1813.5
1,3546,3398,1,9270,5164,1,2570,458.25,1,1944,3921
1,3363,3255,1,4791,4677,1,2357,522.25,2,1862,2165
1,3919,2754,1,4497,4142,1,2125,522.25,1,1735,2165
1,4297,2403,1,4554,4544,1,1937,522.25,1,328,4691
2,4765,2443,1,4480,4625,1,1638,522.25,1,426,2565.5
1,4853,2692,1,3089,4996,1,1430,784,1,548,2565.5
1,5261,2487,1,2738,2632.5,1,1309,784,1,701,1766
1,5250,2516,1,3057,2632.5,1,1176,784,1,916,1766
2,5469,1142.5,1,3836,4131,1,1098,1271.5,1,1259,1766
2,4956,1142.5,3,4929,4222,1,1046,1271.5,1,1608,1769
2,4770,2084,3,5246,4996,1,975,1343,1,2016,1769
1,4387,2008,2,6067,2438,1,910,1343,2,2300,1769
1,4706,2467,1,6577,2438,1,948,982.6666667,2,2628,1790
1,4593,2390,1,6544,5004,1,1003,982.6666667,2,2977,1790
1,4355,2122,1,6851,4678,1,1090,982.6666667,2,3295,1790
2,4145,1964,1,7615,4912,1,1147,1050.333333,1,3644,1771.666667
4,4058,853.5,1,7628,2634,1,1303,1050.333333,2,4032,1771.666667
2,3998,853.5,1,7583,1650.5,1,1465,1050.333333,2,4385,1771.666667
1,3337,751,1,7464,1650.5,1,1653,1134,2,4772,5180
1,2987,751,1,7406,2215.5,1,1736,1134,2,5109,5036
1,2709,1208,1,6425,2215.5,1,1699,1134,2,5332,2477
1,3196,918,1,5582,2666,1,1749,1889,2,5641,2477
1,3294,877,1,5354,2666,1,1774,1889,2,5883,4715
1,4124,1000,1,4993,3186.5,1,1811,1403.333333,2,5988,4581
2,4709,1106,1,4759,3186.5,2,1880,1403.333333,2,6053,4371
2,5207,1109,1,4716,3486,1,1896,1403.333333,1,5999,4202
2,5214,802,1,4630,3486,1,1833,2326,2,5967,4031
2,5505,763,1,4406,7125,1,1761,2326,1,5846,3792
2,5201,1091,1,4369,6953,1,1601,2536.5,1,5791,3513
2,5469,1857,1,4191,3205.5,1,1416,2536.5,1,5634,3292
2,4911,2579,2,4149,3205.5,1,1243,5164,1,5366,3168
2,5045,1784,1,4526,2032.333333,2,967,2674.5,1,5251,3078
2,5240,1784,1,5049,2032.333333,2,1024,2674.5,1,5100,3039
2,5324,2542,1,4992,2032.333333,2,1085,2791.5,1,3924,3079
2,5639,2542,2,5277,1897.5,2,1153,2791.5,1,3725,3242
1,4958,3105,1,5518,1897.5,1,1375,2857,1,3499,3356
2,5021,3105,1,6092,2018.5,1,1552,2857,1,3396,3577
2,3906,3672.5,2,6320,2018.5,1,1743,2896.5,2,3392,3833
2,3397,3672.5,2,6267,2013.5,1,2031,2896.5,1,2912,2143.5
1,3276,2970,1,6227,2013.5,2,2460,3086.5,2,2918,2143.5
2,2453,2970,2,6038,4843,1,2736,3086.5,2,2868,2391.5
2,2241,2970,1,6048,5872,1,3068,2153.333333,2,2910,2391.5
1,2326,4208.5,1,5729,6033,1,3449,2153.333333,2,2981,2654
1,2317,4208.5,1,5803,3073.5,1,3835,2153.333333,2,3030,2654
1,2506,4067,1,2713,3073.5,1,4390,1680.5,2,3003,2953
1,2571,4067,2,3177,6232,2,4616,1680.5,2,3112,2953
1,2493,3985,2,3638,5727,2,4981,1680.5,3,3291,3273.5
1,2299,3985,2,4157,4771,2,5195,1680.5,3,3504,3273.5
1,1765,7414,2,4260,1195,2,5628,3416.5,3,3770,2392.666667
1,1643,6665,2,4228,1195,2,6091,3416.5,2,4046,2392.666667
1,1684,3003.5,2,3469,1112,2,6649,2263.333333,2,4166,2392.666667
1,1761,3003.5,2,2864,1112,2,6878,2263.333333,2,4273,3921.5
1,1565,2749.5,1,1537,2760,1,7138,2263.333333,3,4343,3921.5
1,1849,2749.5,2,1910,3958,1,7484,2165.666667,2,4303,4237.5
2,1935,2420,2,2565,5071,2,7786,2165.666667,2,4353,4237.5
1,2320,2420,3,4172,6418,1,8080,2165.666667,2,4350,4494
1,2853,2426.5,3,5894,3663,1,8079,2022.333333,2,4483,4494
2,3652,2426.5,2,7819,3663,1,8000,2022.333333,2,4747,9471
3,3833,5185,2,9066,7413,1,7867,2022.333333,2,4885,9712
3,3943,5209,2,9687,6959,1,7689,1861.666667,2,4935,4944.5
3,3929,4322,2,9913,6208,1,7376,1861.666667,2,4914,4944.5
2,3779,4321,2,9995,3133,1,7072,1861.666667,2,4864,4844.5
2,3544,1123,1,9265,3905,1,3473,5202,1,2069,4844.5
3,3557,1123,2,8384,3393,1,3287,4880,1,2056,9621
2,2959,1836,1,7646,2826,3,2959,4570,1,2013,9405
4,2749,844,1,2436,2832,2,2788,4293,1,2003,6260
2,3287,844,1,2281,2572,4,2635,3979,1,1984,5779
3,4338,1681,2,2261,1287.5,3,2763,3705,2,1949,2708
2,5615,1010.5,1,2487,1287.5,2,2831,3469,1,1443,2708
1,6938,1010.5,1,2345,1251,2,2855,3317,1,1349,2598
1,7084,2406,1,2322,1251,2,2941,3140,1,1325,2598
2,6806,3231,2,1480,2753,2,2917,2894,1,1266,2617
2,5803,4423,1,1546,1348.5,2,2985,2823,1,1218,2617
1,5108,5381,2,1656,1348.5,2,3126,2552,2,1298,2735
1,3811,6601,3,2065,1264.5,2,3059,2288,2,1441,2735
2,4156,3692,2,2720,1264.5,1,3130,1062,3,1650,2958.5
2,4807,3692,2,3546,820.3333333,2,3111,1062,2,1917,2958.5
2,5314,3959,2,4268,820.3333333,1,3151,1024.5,2,2178,3199
1,5047,3959,1,5124,820.3333333,2,2375,1024.5,1,2480,3199
1,4436,8597,1,5792,760.3333333,1,2375,981.5,2,2843,6886
2,4180,9023,2,6836,760.3333333,1,2318,981.5,2,3344,3709
1,4001,8534,1,7680,760.3333333,2,2240,958.5,3,3960,3709
2,1998,4186,1,8365,2667,2,2167,958.5,2,4678,4043.5
1,1482,4186,1,8654,3729,2,2073,930.5,2,5459,4043.5
2,1430,6937,1,9298,5283,2,2040,930.5,2,6292,4167.5
1,1598,6491,1,9619,6690,2,2114,862.5,2,7251,4167.5
2,2020,24,1,10265,8252,2,2194,862.5,2,7959,7562
1,2761,85,1,9946,9520,1,2232,1603,2,8689,6935
1,3008,325,1,8911,10578,1,2327,1478,2,9186,6541
1,3826,854,1,8787,11407,1,2331,699,1,9618,6293
1,4116,1526,1,8546,11944,1,2385,699,2,9853,6033
1,4793,2546,1,7633,6220.5,1,2524,666.5,1,10162,5673
1,5233,3626,1,2931,6220.5,1,2711,666.5,1,10460,2660.5
2,5335,5243,2,3062,5950.5,1,2819,661.5,1,10682,2660.5
1,5450,6915,1,3136,5950.5,1,2795,661.5,1,10784,5192
1,6098,8818,1,2642,11084,1,2724,644.5,2,10808,2540
2,6386,987,2,2929,10259,2,2662,644.5,2,10600,2540
1,6170,806,1,3513,9408,1,2560,631,2,10449,2498
2,5808,1039,1,3594,8347,1,2222,631,1,10206,2498
1,5863,1142,1,3994,3421,1,2013,1164,1,9953,4915
1,6084,1795,1,4128,4067,1,2021,1148,1,9648,4978
1,5497,2532,1,4580,4148,1,1915,1109,1,3358,4967
1,4905,4173,1,5059,2239.5,1,1832,1098,1,2867,2518
1,4291,5161,1,5581,2239.5,1,1719,1100,1,2806,2518
1,3569,6152,2,5636,2500.5,1,1512,1028,1,170,5086
2,3520,7800,2,5696,2500.5,1,409,1026,1,228,4417
1,3040,4278.5,2,5624,1220.666667,1,354,1042,1,336,4162
2,2912,4278.5,2,5641,1220.666667,1,332,1046,1,504,4077
2,3421,4464,2,6561,1220.666667,1,372,1174,2,744,3909
2,4150,4464,2,7034,1806,1,440,774.5,1,991,3822
3,4659,4609.5,2,7779,1806,1,487,774.5,1,1328,3627
2,5042,4609.5,2,8035,2138.5,1,577,1014,1,1759,3494
2,4764,4461.5,2,8149,2138.5,1,657,1041,1,2071,846
3,4383,4461.5,2,7865,4616,1,803,1058,1,2530,846
2,3970,9276,2,6944,2955,1,1037,997,1,2931,846
2,3055,8559,1,6060,2955,1,1242,957,1,3399,846
1,2606,3616.5,1,2865,3607.5,1,1452,879,1,3965,1009
1,2166,3616.5,1,2564,3607.5,1,1754,5354,1,4522,1009
1,2191,6362,2,2222,4236,1,2084,4708,1,4986,1009
1,2612,4993,2,2201,4236,1,2488,3999,1,5386,1489.5
1,2300,4333,2,2288,4402.5,1,2771,3416,1,5640,1489.5
1,2874,1630,2,2552,4402.5,1,3165,2967,1,5888,1472.5
2,3593,1630,2,3270,4626.5,1,3454,1642,1,6118,1472.5
3,4268,1626,1,3468,4626.5,1,3903,1399,2,6124,1452.5
3,5305,1626,1,4082,8822,1,4174,1244,2,6203,1452.5
3,5421,1624,3,4753,7965,1,4439,1163,2,6192,2930
4,5684,1624,2,5381,7237,2,4746,1228,2,5985,2984
2,5883,1520,2,5873,1422,1,4902,448,1,452,3085
2,6057,1520,3,6357,1422,1,5224,448,1,607,3206
1,5781,1443.5,2,6481,1618.5,1,5365,448,1,741,1655
1,5241,1443.5,1,6187,1618.5,1,5571,483.3333333,2,944,1655
1,4795,2897,1,5546,2031,1,5903,483.3333333,2,1115,3441
1,3935,1604,1,5658,2031,1,6041,483.3333333,1,1337,3619
1,3453,1604,3,4918,4797,1,6059,753,1,1667,3834
1,3550,1209,1,4965,4929,1,6017,753,2,1931,4120
1,3115,1209,1,4621,5467,1,5934,528.3333333,3,2161,4366
1,3346,1209,1,4412,1840.333333,1,4578,528.3333333,1,2365,2263
2,3705,2339,1,4198,1840.333333,1,4389,528.3333333,1,2511,2263
2,4018,2339,1,4233,1840.333333,1,4131,557.3333333,1,2724,4729
3,4521,2671.5,1,4054,5291,1,3921,557.3333333,1,2782,4948
3,5029,2671.5,1,3655,1882,1,3461,557.3333333,1,2789,4631
2,5306,2146.333333,1,3659,1771,2,3225,908,1,2438,4427
2,5834,2146.333333,1,3400,922,2,2934,908,1,326,4235
1,6139,2146.333333,1,3284,922,2,2588,942.5,1,433,2429
2,5206,2647.333333,1,3177,1096,1,2253,942.5,2,512,2357
1,4868,2647.333333,2,3218,969,1,1982,1000,1,613,1185.5
1,1967,2647.333333,4,3583,1058,1,1871,1000,1,751,1185.5
1,3341,4287.5,2,3488,1214,1,1874,1058,1,965,1803
2,4275,4287.5,3,3512,1327,1,1896,1058,1,1216,851
2,4591,4278.5,2,3811,1352,1,1886,1125,1,1462,851
3,4794,4278.5,4,4299,1296,1,1858,1125,1,1662,801
2,4977,4319,2,4090,1178,1,1859,1184,1,1932,801
2,5636,4319,2,4382,1536,1,1767,1184,1,2084,1566
1,6006,2663.333333,1,990,1954,1,1719,1279,2,2255,1540
1,6219,2663.333333,1,1201,1227.5,1,1725,1279,2,2421,792.5
1,5762,2663.333333,1,1180,1227.5,2,1741,713,2,2537,792.5
1,5319,5101,1,1559,1143,2,1887,713,2,2642,547
1,5021,4249,1,1742,1143,2,1999,713,2,2747,547
2,5204,3553,1,1931,1042.5,2,1984,713,2,2820,547
1,5003,2651,1,2142,1042.5,3,1893,1023.333333,1,2900,874
1,5638,2094,1,2547,701.6666667,4,1822,1023.333333,2,2934,874
1,5950,2191,1,2939,701.6666667,2,1724,1023.333333,1,2944,633
1,5855,632.5,2,2832,701.6666667,1,1654,1085.666667,1,2888,633
2,5712,632.5,2,3216,815,1,1700,1085.666667,2,2660,633
2,5368,526,2,3170,815,1,1706,1085.666667,2,2536,1050
2,4950,526,2,3355,815,1,1720,1108,3,2429,1050
2,4670,808,1,885,2262,1,1810,1108,2,2342,746
1,4820,808,1,989,1096,1,1889,1108,3,2370,746
1,4664,1319.5,1,1216,1096,1,2115,1070.333333,2,2377,746
1,4165,1319.5,1,1311,1160,1,2381,1070.333333,2,2433,796.6666667
1,3758,1896,1,1555,1160,1,2648,1070.333333,1,2498,796.6666667
2,3737,1896,1,1585,1139,1,2911,1606,1,2607,796.6666667
3,4296,1965,1,1671,1139,1,3243,1606,1,2669,634.75
1,4840,1965,1,1605,2277,1,3534,1074,2,2814,634.75
1,5116,1325,2,1694,2590,1,3783,1074,1,2967,634.75
1,5229,1325,1,1718,785,1,4111,1074,2,3154,634.75
1,4679,1325,1,1593,785,1,4450,1619,3,3205,922.6666667
1,4350,2077.5,1,723,785,1,4835,1619,3,3282,922.6666667
1,3905,2077.5,1,799,1076,1,5302,1544,3,3261,922.6666667
1,3232,1594.5,1,382,1076,1,5616,1544,3,3319,1001
1,2523,1594.5,1,486,1328.5,2,5998,1482,3,3322,1001
1,1942,2846,1,701,1328.5,2,6196,1482,2,3313,1001
2,1840,1400.5,1,910,1784.5,2,6475,1421,3,3306,1625
1,1892,1400.5,1,1521,1784.5,2,6849,1421,2,3225,1625
1,2024,1173.5,1,2181,2701,2,7096,1396.5,2,3208,3384
1,2815,1173.5,1,3150,2701,3,7384,1396.5,3,3253,3561
1,3719,989,1,3759,3656,2,7363,1318,3,3318,3671
1,4533,989,1,4378,3656,2,7293,1318,2,3311,3692
1,5456,1007.5,1,4922,4654,2,7042,1226,2,3277,1775.5
1,5820,1007.5,2,5183,4654,2,6734,1226,2,3321,1775.5
1,6306,1089.5,1,5409,5402.5,2,6496,888,2,3382,1390.5
1,6745,1089.5,1,5622,5402.5,1,6242,427,2,3447,1390.5
1,7080,1103.5,1,5828,6017,1,5638,427,2,3579,500
1,6912,1103.5,1,5635,6017,1,5159,391,1,3639,531
1,4264,2532,2,6127,11990,1,4660,391,1,3560,518
1,2649,2998,2,6013,11371,1,2353,356.5,1,2514,481
1,812,3260,2,6263,10277,1,1318,356.5,1,2453,432
1,1132,3339,2,6529,9270,1,1210,333,1,2406,429
1,1591,2929,2,6541,4791,1,1093,333,1,2508,413
2,2350,1612,2,6521,4497,1,982,320,1,2733,476
2,3775,1612,1,6166,4554,2,868,320,1,3089,513
3,5378,2984,2,6450,4480,1,867,297.5,1,3391,556
2,6899,2521,1,6165,3089,3,818,297.5,1,3742,640
3,8594,1909,1,6100,2738,1,833,292.5,1,4127,678
2,9346,1587,1,5978,3057,1,911,292.5,2,4494,1407
2,9500,931,2,5592,3836,1,1055,285.5,1,4855,1340
3,9368,931,2,5172,1643,2,1212,285.5,1,5203,1288
3,8395,1182.5,2,4959,1643,4,1375,283.5,1,5522,1277
2,7286,1182.5,1,4618,1643,2,1479,283.5,1,5659,641.5
1,6459,3016,1,5287,1748.666667,2,1621,305,1,5682,641.5
1,5316,1187.333333,1,5498,1748.666667,2,1715,305,1,5740,1329
1,4607,1187.333333,1,5160,1748.666667,2,1888,680,1,5777,719
1,4377,1187.333333,1,4890,3033.5,2,1938,735,2,5941,719
1,4315,4636,1,4678,3033.5,2,1947,726,2,6058,757
1,4101,2840,1,3626,6577,2,1943,636,1,6106,757
3,4007,2840,2,3814,6544,2,1937,573,2,6043,820
1,4487,3322.5,3,4383,6851,3,2029,589,2,5886,820
1,5193,3322.5,2,5755,7615,3,2109,548,3,5836,833
1,6239,3626,1,6861,7628,2,2213,534,2,5840,833
2,6859,3626,2,8640,7583,2,2368,528,2,5879,825
1,7350,7834,2,9849,7464,1,2453,497,2,5938,825
2,7622,4139.5,1,10112,7406,2,2541,521,2,6038,1606
2,7549,4139.5,1,9970,6425,2,2594,525,2,6243,1624
2,7272,4104.5,1,9736,5582,2,2615,541,1,6636,1682
1,6357,4104.5,1,3190,5354,1,2685,529,1,7174,1778
1,5604,4057,1,3706,4993,1,2814,547,1,7629,1860
1,3691,4057,2,4121,4759,2,2944,524,1,7931,975.5
1,4018,7555,3,4691,4716,2,3004,465,2,8085,975.5
1,4667,7018,2,5356,4630,2,2869,369,1,7977,1946
1,5105,6621,3,6281,4406,2,2754,339,1,2718,1975
1,5143,5815,3,6973,4369,1,2602,379,1,2597,1975
2,4826,2468,3,7518,4191,2,2392,466,1,2501,962.5
2,4711,2468,2,7490,2074.5,1,2186,584,1,1663,962.5
1,4747,2137,2,7023,2074.5,1,1939,692,1,1596,1950
1,4313,2137,1,6934,4526,1,2020,900,1,1608,1944
1,3281,1871,1,6753,5049,1,2200,555,2,1732,931
1,3053,1871,2,6400,4992,1,2357,555,3,2007,931
1,2676,3949,1,6246,2638.5,1,2490,1369,2,2269,1735
1,2184,3850,1,6322,2638.5,1,2860,1609,2,2578,328
1,2637,3919,1,4710,5518,1,3253,1913,2,2817,426
2,2309,4469,1,2829,6092,2,3548,2257,3,2975,548
1,1971,2318,2,3153,3160,1,3903,2640,2,3205,701
2,2111,2318,1,3650,3160,1,4153,2955,3,3550,916
1,2718,4526,1,4725,3133.5,1,4709,3284,1,4067,1259
1,3387,3944,2,5441,3133.5,1,5304,3623,2,4611,1608
1,4684,2011,1,6267,6227,1,5762,4054,2,5262,2016
1,5890,2011,2,6591,3019,1,5898,4513,2,5853,1150
1,6927,3996,1,6911,3019,1,5937,4843,2,6619,1150
1,8260,4084,1,7061,6048,1,5854,5301,3,7247,1314
1,8545,2039.5,3,7361,5729,1,5950,5640,1,7711,1314
1,9109,2039.5,1,7441,5803,1,6006,6092,1,8171,1488.5
1,9406,2161.5,1,7540,2713,1,6149,6499,1,8493,1488.5
1,9118,2161.5,2,7331,1588.5,1,6158,6967,2,8722,1647.5
1,8356,2714,1,7230,1588.5,1,6091,7746,1,8906,1647.5
1,8079,2714,1,6778,1819,1,5962,8471,1,9053,3644
1,6328,2905.5,1,5404,1819,1,5993,9143,1,8682,2016
1,2779,2905.5,1,4761,2078.5,1,5517,4814,1,8431,2016
1,1185,3262,2,4263,2078.5,1,5186,4814,1,7363,2192.5
1,1157,3262,1,4650,2130,1,5047,5109.5,1,845,2192.5
1,1567,3510,1,4743,2130,1,5007,5109.5,1,934,2386
1,2420,3510,1,4842,2114,1,4951,5438.5,1,1054,2386
1,3830,7042,2,5371,2114,1,4851,5438.5,1,1229,2554.5
1,5529,7360,2,6118,1734.5,1,4672,5596.5,1,1474,2554.5
1,7446,3634,2,6087,1734.5,1,4424,5596.5,1,1657,2666
3,9359,3461,2,6524,1432,1,4265,5869.5,1,1891,2666
1,11183,3137,1,6499,1432,1,3868,5869.5,1,2163,2820.5
2,12553,3156,1,6545,1537,1,3645,6150.5,1,2439,2820.5
2,13231,3323,1,6581,955,1,3398,6150.5,1,2717,2941.5
2,13506,3546,1,5753,955,1,3170,12411,1,3066,2941.5
2,12698,3363,2,5481,1282.5,1,2935,12974,1,3290,2994
1,11699,3919,2,5211,1282.5,1,2681,13227,1,3557,2994
1,10893,4297,2,5488,1390.666667,1,2549,13435,3,3834,3026.5
1,9014,2382.5,2,5272,1390.666667,1,2339,13274,2,4045,3026.5
1,7358,2382.5,2,5331,1390.666667,1,1955,13022,2,4235,5999
1,5174,4853,2,5291,1964.666667,2,1741,12778,2,4264,2983.5
2,932,5261,2,5858,1964.666667,1,1639,12686,1,4403,2983.5
1,1140,5250,1,5788,1964.666667,1,961,12442,1,4463,5846
1,1969,2734.5,1,5648,3909.5,1,887,3610,1,4277,5791
2,2640,2734.5,1,5111,3909.5,2,890,1595.5,1,2195,5634
1,3645,2478,1,2313,4533,2,897,1595.5,1,2012,5366
1,3997,2478,3,2391,4533,3,910,1432,1,1856,5251
1,4586,2385,2,2622,4843.5,1,894,1432,1,1711,5100
1,4248,2385,1,3508,4843.5,2,868,2520,1,1133,3924
2,4158,4387,1,4835,4956.5,3,829,2381,2,1087,3725
2,4189,4706,2,6168,4956.5,1,832,599,2,1061,3499
2,3670,4593,1,7571,4997.5,2,841,509,2,1136,3396
1,2686,4355,2,8699,4997.5,2,901,250.5,2,1217,1696
1,2315,2072.5,2,9296,9265,2,980,250.5,3,1323,1696
1,2189,2072.5,2,10851,4192,2,1118,195.6666667,3,1574,2912
1,2421,1014.5,2,11293,4192,2,1169,195.6666667,3,1792,1459
1,2548,1014.5,1,11426,7646,2,1220,195.6666667,2,2124,1459
1,2575,1014.5,1,11048,2436,2,1194,421,2,2489,1434
1,3014,1014.5,1,10574,2281,2,1154,421,2,2979,1434
1,3421,1999,1,5745,1130.5,1,1208,611,1,3549,1455
1,3261,1999,1,5920,1130.5,1,1253,611,1,4304,1455
1,3966,3337,1,5804,2487,1,1264,853.5,1,5065,1490.5
1,4202,2987,1,4487,2345,2,1425,853.5,2,5990,1490.5
1,4034,2709,1,2885,2322,2,1730,1094.5,1,6673,1515
1,3923,3196,1,2814,740,2,1943,1094.5,1,7364,1515
1,4398,3294,1,3345,740,2,2086,1284,2,8039,1501.5
2,4539,4124,1,3559,1546,2,2066,1284,2,8570,1501.5
1,4329,2354.5,1,3896,828,2,1872,963.6666667,2,9043,1556
1,3596,2354.5,2,4260,828,2,1676,963.6666667,2,9326,1556
